Clt,Joueur,Nation,Pos,Équipe,Comp,Âge,Naissance,90,Buts,Tirs,TC,TC%,Tir/90,TC/90,B/Tir,B/TC,Dist,CF,PénM,PénT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matchs
1278,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,es La Liga,26-190,1995,4.4,0,1,1,100.0,0.23,0.23,0.00,0.00,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matchs
1279,Aaron Lennon\2ff964a0,eng ENG,MT,Burnley,eng Premier League,34-252,1987,1.3,0,2,0,0.0,1.57,0.00,0.00,,31.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matchs
1280,Bernd Leno\2628fd2b,de GER,GB,Arsenal,eng Premier League,29-295,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1281,Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,de Bundesliga,27-093,1994,3.9,0,1,0,0.0,0.26,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matchs
1282,Léo Leroy\fcc84a07,fr FRA,MT,Montpellier,fr Ligue 1,21-313,2000,2.0,0,3,2,66.7,1.53,1.02,0.00,0.00,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
1283,Robert Lewandowski\8d78e732,pl POL,AT,Bayern Munich,de Bundesliga,33-125,1988,16.1,19,74,37,50.0,4.60,2.30,0.22,0.43,13.0,1,3,3,16.9,14.6,0.20,+2.1,+1.4,Matchs
1284,Jamie Leweling\13fe7b69,de GER,ATMT,Greuther Fürth,de Bundesliga,20-301,2001,9.0,3,17,6,35.3,1.90,0.67,0.18,0.50,16.9,0,0,0,2.1,2.1,0.13,+0.9,+0.9,Matchs
1285,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,eng Premier League,23-333,1998,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1286,Luca Lezzerini\c9c32262,it ITA,GB,Venezia,it Serie A,26-275,1995,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1287,Ben Lhassine Kone\7452c7a8,ci CIV,MT,Torino,it Serie A,21-285,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1288,Yanis Lhery\cc972842,fr FRA,ATMT,Saint-Étienne,fr Ligue 1,18-231,2003,0.7,0,3,1,33.3,4.43,1.48,0.00,0.00,13.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matchs
1289,Dimitri Liénard\f7691f63,fr FRA,DFMT,Strasbourg,fr Ligue 1,33-314,1988,10.0,1,10,1,10.0,1.00,0.10,0.10,1.00,20.8,2,0,0,0.7,0.7,0.07,+0.3,+0.3,Matchs
1290,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,25-166,1996,16.9,4,13,6,46.2,0.77,0.36,0.31,0.67,9.0,0,0,0,2.0,2.0,0.17,+2.0,+2.0,Matchs
1291,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,it Serie A,22-134,1999,14.4,1,12,4,33.3,0.84,0.28,0.08,0.25,12.6,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matchs
1292,Isaac Lihadji\57a46f3f,fr FRA,MTDF,Lille,fr Ligue 1,19-258,2002,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
1293,Anderson Lima\59be3a74,br BRA,MT,Lazio,it Serie A,22-092,1999,0.6,0,1,0,0.0,1.73,0.00,0.00,,6.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matchs
1294,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,27-160,1994,12.1,0,2,1,50.0,0.17,0.08,0.00,0.00,7.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matchs
1295,Jesper Lindstrøm\37dc1a48,dk DEN,MTAT,Eint Frankfurt,de Bundesliga,21-298,2000,9.9,4,22,8,36.4,2.23,0.81,0.18,0.50,16.2,1,0,0,3.0,3.0,0.14,+1.0,+1.0,Matchs
1296,Karol Linetty\d023d70f,pl POL,MTAT,Torino,it Serie A,26-325,1995,8.4,0,12,2,16.7,1.43,0.24,0.00,0.00,18.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matchs
1297,Jesse Lingard\810e3c74,eng ENG,AT,Manchester Utd,eng Premier League,29-009,1992,1.1,2,4,4,100.0,3.79,3.79,0.50,0.50,17.2,0,0,0,0.3,0.3,0.07,+1.7,+1.7,Matchs
1298,Pol Lirola\ff800ed8,es ESP,DFMT,Marseille,fr Ligue 1,24-133,1997,9.2,1,6,1,16.7,0.65,0.11,0.17,1.00,20.5,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matchs
1299,Valentino Livramento\afed6722,eng ENG,DF,Southampton,eng Premier League,19-042,2002,16.9,1,8,2,25.0,0.47,0.12,0.13,0.50,17.3,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matchs
1300,Dejan Ljubicic\c455a2b2,at AUT,MTAT,Köln,de Bundesliga,24-077,1997,12.0,1,8,2,25.0,0.67,0.17,0.13,0.50,22.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matchs
1301,Diego Llorente\bba30585,es ESP,DF,Leeds United,eng Premier League,28-130,1993,12.1,1,4,1,25.0,0.33,0.08,0.25,1.00,9.0,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matchs
1302,Marcos Llorente\02c15616,es ESP,MTDF,Atlético Madrid,es La Liga,26-328,1995,12.0,0,7,1,14.3,0.58,0.08,0.00,0.00,20.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matchs
1303,Hugo Lloris\8f62b6ee,fr FRA,GB,Tottenham,eng Premier League,34-363,1986,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1304,Giovani Lo Celso\d7553721,ar ARG,MTAT,Tottenham,eng Premier League,25-259,1996,2.4,0,9,0,0.0,3.80,0.00,0.00,,18.5,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matchs
1305,Julen Lobete\a952a529,es ESP,ATMT,Real Sociedad,es La Liga,21-097,2000,3.0,2,9,2,22.2,3.03,0.67,0.22,1.00,13.9,0,0,0,1.5,1.5,0.16,+0.5,+0.5,Matchs
1306,Stanislav Lobotka\e1cbb531,sk SVK,MT,Napoli,it Serie A,27-029,1994,5.9,0,1,0,0.0,0.17,0.00,0.00,,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
1307,Jürgen Locadia\6cc47ae1,nl NED,AT,Brighton,eng Premier League,28-047,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matchs
1308,Manuel Locatelli\a8a874f1,it ITA,MT,Juventus,it Serie A,23-350,1998,14.3,2,14,2,14.3,0.98,0.14,0.14,1.00,18.2,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matchs
1309,Banzouzi Locko\6bf7cabe,fr FRA,DFMT,Reims,fr Ligue 1,19-232,2002,2.5,1,1,1,100.0,0.40,0.40,1.00,1.00,22.0,0,0,0,0.0,0.0,0.04,+1.0,+1.0,Matchs
1310,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,es La Liga,23-260,1998,4.9,0,5,1,20.0,1.03,0.21,0.00,0.00,21.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matchs
1311,Ruben Loftus-Cheek\e97fd090,eng ENG,MT,Chelsea,eng Premier League,25-335,1996,7.7,0,14,3,21.4,1.81,0.39,0.00,0.00,17.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matchs
1312,Shane Long\9f472354,ie IRL,ATMT,Southampton,eng Premier League,34-336,1987,0.4,0,2,1,50.0,4.74,2.37,0.00,0.00,9.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matchs
1313,Sean Longstaff\a2b105e0,eng ENG,MT,Newcastle Utd,eng Premier League,24-055,1997,8.4,1,10,2,20.0,1.19,0.24,0.10,0.50,24.3,1,0,0,0.9,0.9,0.09,+0.1,+0.1,Matchs
1314,Ademola Lookman\7c104bb7,eng ENG,ATMT,Leicester City,eng Premier League,24-065,1997,6.5,1,10,4,40.0,1.54,0.61,0.10,0.25,14.0,0,0,0,2.0,2.0,0.20,-1.0,-1.0,Matchs
1315,Anthony Lopes\f00de885,pt POR,GB,Lyon,fr Ligue 1,31-084,1990,16.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1316,David López\f03f284b,es ESP,MT,Espanyol,es La Liga,32-076,1989,4.9,0,2,1,50.0,0.40,0.20,0.00,0.00,8.5,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matchs
1317,Diego López\73683fa9,es ESP,GB,Espanyol,es La Liga,40-051,1981,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1318,Javi López\e9ada8cf,es ESP,DF,Alavés,es La Liga,19-357,2002,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1319,Maxime Lopez\20094685,fr FRA,MT,Sassuolo,it Serie A,24-020,1997,17.1,1,7,2,28.6,0.41,0.12,0.14,0.50,23.4,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matchs
1320,Pau López\20b9f052,es ESP,GB,Marseille,fr Ligue 1,27-011,1994,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1321,Unai López\88050721,es ESP,MT,Rayo Vallecano,es La Liga,26-055,1995,6.7,0,8,3,37.5,1.19,0.45,0.00,0.00,24.7,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matchs
1322,Dion Lopy\64c14d49,sn SEN,MT,Reims,fr Ligue 1,19-325,2002,6.3,0,5,0,0.0,0.80,0.00,0.00,,21.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
1323,Samuel Loric\9004f318,fr FRA,DF,Lorient,fr Ligue 1,21-172,2000,3.0,0,1,0,0.0,0.33,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matchs
1324,Anthony Losilla\07c7eb0c,fr FRA,MT,Bochum,de Bundesliga,35-289,1986,16.6,1,19,6,31.6,1.14,0.36,0.05,0.17,20.0,0,0,0,1.0,1.0,0.05,0.0,0.0,Matchs
1325,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,fr Ligue 1,23-086,1998,7.8,0,3,1,33.3,0.39,0.13,0.00,0.00,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matchs
1326,Imran Louza\e1df6989,ma MAR,MT,Watford,eng Premier League,22-237,1999,3.1,0,4,0,0.0,1.27,0.00,0.00,,25.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
1327,Matteo Lovato\5fa57166,it ITA,DFMT,Atalanta,it Serie A,21-313,2000,3.4,0,1,0,0.0,0.30,0.00,0.00,,5.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matchs
1328,Eduard Löwen\70678132,de GER,MT,Bochum,de Bundesliga,24-330,1997,9.0,0,19,6,31.6,2.11,0.67,0.00,0.00,25.5,7,0,0,0.8,0.8,0.04,-0.8,-0.8,Matchs
1329,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,eng Premier League,32-198,1989,14.8,1,8,2,25.0,0.54,0.13,0.13,0.50,20.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matchs
1330,Anthony Lozano\38699c72,hn HON,ATMT,Cádiz,es La Liga,28-243,1993,10.7,5,31,10,32.3,2.91,0.94,0.16,0.50,16.0,0,0,0,2.9,2.9,0.09,+2.1,+2.1,Matchs
1331,Hirving Lozano\a69e4806,mx MEX,AT,Napoli,it Serie A,26-147,1995,11.0,2,35,11,31.4,3.17,1.00,0.06,0.18,17.1,0,0,0,2.9,2.8,0.08,-0.9,-0.8,Matchs
1332,Jean Lucas\a99138af,br BRA,MT,Monaco,fr Ligue 1,23-185,1998,7.9,0,6,1,16.7,0.76,0.13,0.00,0.00,26.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
1333,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,de Bundesliga,24-171,1997,5.5,1,7,3,42.9,1.26,0.54,0.14,0.33,19.2,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matchs
1334,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,es La Liga,26-213,1995,12.4,2,13,6,46.2,1.05,0.48,0.15,0.33,20.1,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matchs
1335,José Luis Morales\4a478107,es ESP,ATMT,Levante,es La Liga,34-154,1987,15.9,5,29,12,41.4,1.83,0.76,0.17,0.42,20.2,0,0,1,4.3,3.6,0.12,+0.7,+1.4,Matchs
1336,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,it Serie A,31-353,1990,14.6,0,7,1,14.3,0.48,0.07,0.00,0.00,7.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matchs
1337,Florentino Luís\881cd6be,pt POR,MT,Getafe,es La Liga,22-127,1999,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1338,Douglas Luiz\6f7d826d,br BRA,MT,Aston Villa,eng Premier League,23-229,1998,11.7,0,9,0,0.0,0.77,0.00,0.00,,25.4,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matchs
1339,Romelu Lukaku\5eae500a,be BEL,AT,Chelsea,eng Premier League,28-225,1993,7.7,3,19,5,26.3,2.46,0.65,0.16,0.60,12.6,1,0,0,3.2,3.2,0.17,-0.2,-0.2,Matchs
1340,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,fr Ligue 1,19-007,2002,4.5,1,1,1,100.0,0.22,0.22,1.00,1.00,5.8,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matchs
1341,Dodi Lukebakio\0c61c77c,be BEL,AT,Hertha BSC,de Bundesliga,24-091,1997,2.0,1,3,1,33.3,1.53,0.51,0.00,0.00,25.1,0,1,1,1.1,0.3,0.10,-0.1,-0.3,Matchs
1342,Dodi Lukebakio\0c61c77c,be BEL,ATMT,Wolfsburg,de Bundesliga,24-091,1997,8.4,0,13,5,38.5,1.55,0.59,0.00,0.00,15.5,0,0,0,1.9,1.9,0.15,-1.9,-1.9,Matchs
1343,Saša Lukić\c6e8cf1f,rs SRB,MT,Torino,it Serie A,25-133,1996,17.5,1,20,5,25.0,1.14,0.29,0.05,0.20,21.8,3,0,0,1.8,1.8,0.09,-0.8,-0.8,Matchs
1344,Levi Lumeka\199ff86e,eng ENG,DFAT,Troyes,fr Ligue 1,23-110,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1345,Sebastiano Luperto\997fff07,it ITA,DF,Empoli,it Serie A,25-109,1996,11.1,0,5,2,40.0,0.45,0.18,0.00,0.00,16.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matchs
1346,Andreas Luthe\7fe12375,de GER,GB,Union Berlin,de Bundesliga,34-289,1987,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1347,Lyanco\b5bf1770,br BRA,DF,Southampton,eng Premier League,24-326,1997,3.9,0,3,0,0.0,0.77,0.00,0.00,,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matchs
1348,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,it Serie A,28-063,1993,12.8,0,12,4,33.3,0.94,0.31,0.00,0.00,24.1,4,0,0,0.5,0.5,0.04,-0.5,-0.5,Matchs
1349,Alexis Mac Allister\83d074ff,ar ARG,MTAT,Brighton,eng Premier League,23-000,1998,3.6,2,10,1,10.0,2.77,0.28,0.10,1.00,20.4,0,1,1,1.7,0.9,0.09,+0.3,+0.1,Matchs
1350,Deiver Machado\b3f8bdef,co COL,DF,Lens,fr Ligue 1,28-113,1993,3.4,0,1,0,0.0,0.30,0.00,0.00,,19.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matchs
1351,Darwin Machís\ed6ea4d9,ve VEN,MTAT,Granada,es La Liga,28-320,1993,7.4,2,17,8,47.1,2.31,1.09,0.12,0.25,19.3,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matchs
1352,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-084,1998,10.4,0,6,1,16.7,0.58,0.10,0.00,0.00,29.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matchs
1353,James Maddison\ee38d9c5,eng ENG,MTAT,Leicester City,eng Premier League,25-031,1996,11.2,4,29,13,44.8,2.60,1.17,0.14,0.31,19.8,4,0,0,3.2,3.2,0.11,+0.8,+0.8,Matchs
1354,Niki Mäenpää\14a96e1c,fi FIN,GB,Venezia,it Serie A,36-335,1985,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1355,Pablo Maffeo\5db04597,es ESP,DF,Mallorca,es La Liga,24-165,1997,15.1,1,14,4,28.6,0.93,0.27,0.07,0.25,19.7,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matchs
1356,Giulio Maggiore\957e4c87,it ITA,MT,Spezia,it Serie A,23-287,1998,15.8,0,25,5,20.0,1.58,0.32,0.00,0.00,21.0,0,0,0,2.2,2.2,0.09,-2.2,-2.2,Matchs
1357,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,de Bundesliga,23-090,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1358,Francesco Magnanelli\07767f42,it ITA,MT,Sassuolo,it Serie A,37-042,1984,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1359,Giangiacomo Magnani\cce9f582,it ITA,DF,Hellas Verona,it Serie A,26-081,1995,5.9,0,5,1,20.0,0.85,0.17,0.00,0.00,7.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matchs
1360,Hugo Magnetti\d4d35152,fr FRA,MT,Brest,fr Ligue 1,23-208,1998,7.7,0,8,1,12.5,1.04,0.13,0.00,0.00,23.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matchs
1361,Yohann Magnin\caa7aaea,fr FRA,DFMT,Clermont Foot,fr Ligue 1,24-186,1997,3.2,1,4,2,50.0,1.26,0.63,0.25,0.50,15.2,0,0,0,0.6,0.6,0.16,+0.4,+0.4,Matchs
1362,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,eng Premier League,28-294,1993,13.5,0,12,4,33.3,0.89,0.30,0.00,0.00,13.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matchs
1363,Riyad Mahrez\892d5bb1,dz ALG,AT,Manchester City,eng Premier League,30-306,1991,7.4,4,26,10,38.5,3.51,1.35,0.15,0.40,16.3,4,0,0,3.2,3.2,0.12,+0.8,+0.8,Matchs
1364,Arne Maier\ab700320,de GER,MT,Augsburg,de Bundesliga,22-350,1999,9.1,0,8,3,37.5,0.88,0.33,0.00,0.00,22.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matchs
1365,Habib Maïga\e768de1f,ci CIV,MTDF,Metz,fr Ligue 1,25-357,1996,12.1,1,8,4,50.0,0.66,0.33,0.13,0.25,19.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matchs
1366,Mike Maignan\fcb38f57,fr FRA,GB,Milan,it Serie A,26-174,1995,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1367,Ainsley Maitland-Niles\e3a5814e,eng ENG,MT,Arsenal,eng Premier League,24-117,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
1368,Abdul Majeed Waris\46907171,gh GHA,MTDF,Strasbourg,fr Ligue 1,30-096,1991,2.2,0,5,1,20.0,2.25,0.45,0.00,0.00,19.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matchs
1369,Lovro Majer\fc46aab1,hr CRO,MT,Rennes,fr Ligue 1,23-341,1998,6.5,1,17,6,35.3,2.61,0.92,0.06,0.17,19.3,2,0,0,1.5,1.5,0.09,-0.5,-0.5,Matchs
1370,Jean-Victor Makengo\22bfb57e,fr FRA,MT,Udinese,it Serie A,23-195,1998,11.1,1,11,6,54.5,0.99,0.54,0.09,0.17,20.3,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matchs
1371,Béni Makouana\654f49ca,cg CGO,ATMT,Montpellier,fr Ligue 1,19-087,2002,1.7,0,4,0,0.0,2.34,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matchs
1372,Nemanja Maksimović\00b28772,rs SRB,MT,Getafe,es La Liga,26-332,1995,17.2,0,17,3,17.6,0.99,0.17,0.00,0.00,14.5,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matchs
1373,Nikola Maksimović\16b9d5cf,rs SRB,DF,Genoa,it Serie A,30-029,1991,4.6,0,1,0,0.0,0.22,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
1374,Kévin Malcuit\d6a889ea,ma MAR,DF,Napoli,it Serie A,30-146,1991,2.0,0,1,0,0.0,0.49,0.00,0.00,,15.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matchs
1375,Daniel Maldini\801831fe,it ITA,MTAT,Milan,it Serie A,20-074,2001,1.3,1,2,1,50.0,1.50,0.75,0.50,1.00,10.6,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matchs
1376,Youssef Maleh\4c8845f7,it ITA,MT,Fiorentina,it Serie A,23-124,1998,4.0,2,11,3,27.3,2.77,0.76,0.18,0.67,15.9,0,0,0,1.7,1.7,0.16,+0.3,+0.3,Matchs
1377,Donyell Malen\864163f3,nl NED,ATMT,Dortmund,de Bundesliga,22-339,1999,10.7,3,21,12,57.1,1.97,1.13,0.14,0.25,17.8,0,0,0,1.6,1.6,0.08,+1.4,+1.4,Matchs
1378,Ruslan Malinovskyi\48d5bd33,ua UKR,ATMT,Atalanta,it Serie A,28-234,1993,11.0,4,39,9,23.1,3.54,0.82,0.10,0.44,21.0,5,0,0,2.1,2.1,0.05,+1.9,+1.9,Matchs
1379,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,es La Liga,30-185,1991,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matchs
1380,Lennard Maloney\75402e99,us USA,DF,Dortmund,de Bundesliga,22-077,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1381,Mickael Malsa\bbc19252,mq MTQ,MT,Levante,es La Liga,26-073,1995,7.4,0,6,2,33.3,0.82,0.27,0.00,0.00,22.0,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matchs
1382,Giorgi Mamardashvili\d4b73232,ge GEO,GB,Valencia,es La Liga,21-086,2000,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1383,Rey Manaj\7703afb6,al ALB,ATMT,Spezia,it Serie A,24-303,1997,7.5,1,24,5,20.8,3.18,0.66,0.04,0.20,19.1,4,0,0,2.0,2.0,0.09,-1.0,-1.0,Matchs
1384,Hianga Mananga Mbock\0f86995c,fr FRA,MT,Brest,fr Ligue 1,21-361,1999,7.8,0,6,0,0.0,0.77,0.00,0.00,,24.0,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
1385,Vincent Manceau\c26a3918,fr FRA,DF,Angers,fr Ligue 1,32-167,1989,17.0,0,2,0,0.0,0.12,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
1386,Gianluca Mancini\5aa53281,it ITA,DF,Roma,it Serie A,25-251,1996,17.8,0,17,4,23.5,0.96,0.22,0.00,0.00,10.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matchs
1387,Leonardo Mancuso\311027cb,it ITA,AT,Empoli,it Serie A,29-212,1992,4.7,1,12,5,41.7,2.54,1.06,0.08,0.20,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2,Matchs
1388,Steve Mandanda\1d2d5cc8,fr FRA,GB,Marseille,fr Ligue 1,36-271,1985,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1389,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,fr Ligue 1,27-337,1994,13.9,0,4,2,50.0,0.29,0.14,0.00,0.00,13.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matchs
1390,Aïssa Mandi\fbd6378b,dz ALG,DF,Villarreal,es La Liga,30-063,1991,8.0,1,5,2,40.0,0.62,0.25,0.20,0.50,11.2,0,0,0,1.3,1.3,0.26,-0.3,-0.3,Matchs
1391,Rolando Mandragora\c7259b83,it ITA,MT,Torino,it Serie A,24-178,1997,5.6,0,9,2,22.2,1.62,0.36,0.00,0.00,24.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matchs
1392,Sadio Mané\c691bfe2,sn SEN,AT,Liverpool,eng Premier League,29-258,1992,17.0,7,55,18,32.7,3.23,1.06,0.13,0.39,12.6,0,0,0,8.9,8.9,0.16,-1.9,-1.9,Matchs
1393,Orel Mangala\a572e291,be BEL,MT,Stuttgart,de Bundesliga,23-281,1998,10.0,1,7,3,42.9,0.70,0.30,0.14,0.33,15.4,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matchs
1394,Thomas Mangani\c801616a,fr FRA,MT,Angers,fr Ligue 1,34-239,1987,14.6,4,8,2,25.0,0.55,0.14,0.13,0.50,26.6,2,3,3,2.7,0.4,0.05,+1.3,+0.6,Matchs
1395,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,fr Ligue 1,23-280,1998,16.2,1,10,1,10.0,0.62,0.06,0.10,1.00,14.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matchs
1396,Kostas Manolas\c707411f,gr GRE,DF,Napoli,it Serie A,30-193,1991,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
1397,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,27-233,1994,10.5,1,4,2,50.0,0.38,0.19,0.25,0.50,15.5,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matchs
1398,Myziane Maolida\706a60e1,fr FRA,MTAT,Nice,fr Ligue 1,22-313,1999,0.4,0,1,0,0.0,2.65,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matchs
1399,Myziane Maolida\706a60e1,fr FRA,ATMT,Hertha BSC,de Bundesliga,22-313,1999,3.9,1,7,2,28.6,1.80,0.51,0.14,0.50,20.2,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matchs
1400,Sekou Mara\3544641e,fr FRA,AT,Bordeaux,fr Ligue 1,19-147,2002,4.5,1,16,5,31.3,3.56,1.11,0.06,0.20,16.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matchs
1401,Maranhão\ae86d473,br BRA,ATMT,Valencia,es La Liga,25-065,1996,5.4,1,19,6,31.6,3.53,1.11,0.05,0.17,13.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,Matchs
